Global absolute abundance estimations for all proteins identified in dataset 2 (see supplemental Figure 4 for dataset details)																																																																							
						Protein copies/cell																						Protein Mass (fg) / Cell																						Coefficient of Variance (%) Between Biological Triplicates																					
P69811	Multiphosphoryl transfer protein OS=Escherichia coli (strain K12) GN=fruB PE=1 SV=1	fruB	12	901.74	39605.51132	301	590	395	138	179	389	257	136	266	224	206	178	244	423	408	542	320	355	265	185	165	6903	1.98E-02	3.88E-02	2.59E-02	9.05E-03	1.18E-02	2.56E-02	1.69E-02	8.92E-03	1.75E-02	1.47E-02	1.35E-02	1.17E-02	1.61E-02	2.79E-02	2.69E-02	3.56E-02	2.11E-02	2.33E-02	1.74E-02	1.22E-02	1.09E-02	4.54E-01	4.15	7.65	1.45	12.72	5.84	10.49	3.95	21.00	7.04	2.51	1.36	5.38	27.12	24.41	3.14	59.00	7.77	23.22	4.82	6.47	18.23	2.41
P0AE12	AMP nucleosidase OS=Escherichia coli (strain K12) GN=amn PE=1 SV=1	amn	12	742.55	53943.36241	426	313	298	393	361	438	446	450	487	391	403	337	327	296	523	585	567	530	398	351	345	448	3.81E-02	2.80E-02	2.67E-02	3.52E-02	3.23E-02	3.92E-02	4.00E-02	4.03E-02	4.36E-02	3.50E-02	3.61E-02	3.02E-02	2.93E-02	2.65E-02	4.69E-02	5.24E-02	5.08E-02	4.75E-02	3.56E-02	3.14E-02	3.09E-02	4.01E-02	25.44	7.35	9.74	16.68	8.23	5.83	12.81	15.21	13.47	3.58	6.29	1.80	20.74	1.58	17.00	21.64	9.03	5.11	13.32	12.63	10.00	8.35
P60560	GMP reductase OS=Escherichia coli (strain K12) GN=guaC PE=1 SV=1	guaC	12	715.5	37341.7954	1145	1215	663	650	1166	1033	1149	1217	1190	577	348	251	347	414	660	1342	780	1110	898	729	1157	1165	7.10E-02	7.53E-02	4.11E-02	4.03E-02	7.23E-02	6.40E-02	7.12E-02	7.55E-02	7.38E-02	3.58E-02	2.16E-02	1.56E-02	2.15E-02	2.57E-02	4.09E-02	8.32E-02	4.83E-02	6.89E-02	5.57E-02	4.52E-02	7.18E-02	7.22E-02	10.86	5.61	7.53	0.84	5.68	6.17	0.84	12.11	11.42	0.75	3.62	4.08	11.60	10.58	16.62	9.97	3.94	9.54	5.83	3.33	2.69	6.30
P09127	Putative uroporphyrinogen-III C-methyltransferase OS=Escherichia coli (strain K12) GN=hemX PE=1 SV=1	hemX	12	695.25	42918.90191	587	996	1026	429	580	581	622	602	449	449	427	367	316	331	628	498	533	593	615	589	633	527	4.18E-02	7.10E-02	7.31E-02	3.06E-02	4.13E-02	4.14E-02	4.43E-02	4.29E-02	3.20E-02	3.20E-02	3.05E-02	2.62E-02	2.25E-02	2.36E-02	4.48E-02	3.55E-02	3.80E-02	4.23E-02	4.38E-02	4.20E-02	4.51E-02	3.76E-02	7.36	1.89	7.76	4.77	7.73	13.77	7.71	5.75	9.67	8.77	7.25	6.61	8.80	3.09	21.69	2.14	5.97	5.40	4.86	5.20	6.48	2.28
P0A6V1	Glucose-1-phosphate adenylyltransferase OS=Escherichia coli (strain K12) GN=glgC PE=1 SV=2	glgC	12	683.23	48648.4803	240	309	283	288	213	257	292	310	427	382	374	398	222	263	224	326	328	269	260	181	213	274	1.94E-02	2.49E-02	2.29E-02	2.32E-02	1.72E-02	2.08E-02	2.36E-02	2.50E-02	3.45E-02	3.09E-02	3.02E-02	3.21E-02	1.79E-02	2.12E-02	1.81E-02	2.64E-02	2.65E-02	2.17E-02	2.10E-02	1.46E-02	1.72E-02	2.22E-02	17.50	5.74	17.08	8.31	8.86	10.19	5.77	23.46	5.89	10.02	9.52	2.98	14.38	12.05	28.15	13.46	9.96	10.61	12.24	14.82	7.90	12.30
P06721	Cystathionine beta-lyase metC OS=Escherichia coli (strain K12) GN=metC PE=1 SV=1	metC	12	875.64	43167.00941	2128	319	360	760	945	799	1006	1043	1165	1017	925	778	188	281	576	689	1063	1029	1003	632	643	878	1.53E-01	2.28E-02	2.58E-02	5.45E-02	6.77E-02	5.73E-02	7.21E-02	7.48E-02	8.35E-02	7.29E-02	6.63E-02	5.58E-02	1.35E-02	2.02E-02	4.13E-02	4.94E-02	7.62E-02	7.37E-02	7.19E-02	4.53E-02	4.61E-02	6.29E-02	16.45	13.65	12.47	11.64	22.40	6.42	17.51	21.16	14.59	1.93	19.92	11.64	12.70	29.64	28.94	38.85	0.72	14.30	4.04	7.70	16.05	5.09
P16456	Selenide, water dikinase OS=Escherichia coli (strain K12) GN=selD PE=1 SV=1	selD	12	687.88	36645.68535	708	1402	1038	671	709	644	665	667	692	611	520	463	291	309	986	843	834	789	668	392	573	574	4.31E-02	8.53E-02	6.32E-02	4.09E-02	4.32E-02	3.92E-02	4.05E-02	4.06E-02	4.21E-02	3.72E-02	3.16E-02	2.81E-02	1.77E-02	1.88E-02	6.00E-02	5.13E-02	5.08E-02	4.80E-02	4.06E-02	2.38E-02	3.48E-02	3.49E-02	2.70	4.44	4.52	2.99	1.61	2.28	5.38	5.94	3.69	7.34	1.46	3.88	8.45	0.74	8.24	4.27	3.71	4.52	2.94	8.65	8.53	2.59
P22188	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Escherichia coli (strain K12) GN=murE PE=1 SV=2	murE	12	772.2	53291.93557	512	700	555	509	396	344	376	503	337	277	222	203	232	192	413	599	585	462	396	302	351	435	4.53E-02	6.20E-02	4.91E-02	4.51E-02	3.50E-02	3.04E-02	3.32E-02	4.45E-02	2.98E-02	2.46E-02	1.96E-02	1.79E-02	2.05E-02	1.70E-02	3.65E-02	5.30E-02	5.17E-02	4.08E-02	3.51E-02	2.67E-02	3.11E-02	3.85E-02	7.75	3.43	8.65	5.35	5.73	3.68	8.13	8.81	4.81	1.89	3.66	6.42	5.78	15.44	1.19	16.70	2.57	7.18	7.44	5.83	5.77	2.53
P21888	Cysteinyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=cysS PE=1 SV=2	cysS	12	798.56	52150.62339	550	856	550	277	354	382	381	391	335	253	228	186	302	192	626	577	573	591	355	410	339	572	4.77E-02	7.41E-02	4.76E-02	2.40E-02	3.07E-02	3.30E-02	3.30E-02	3.39E-02	2.90E-02	2.19E-02	1.97E-02	1.61E-02	2.62E-02	1.66E-02	5.42E-02	5.00E-02	4.96E-02	5.11E-02	3.07E-02	3.55E-02	2.93E-02	4.95E-02	12.71	8.36	8.36	8.57	0.79	6.69	3.45	12.78	3.32	4.01	9.91	7.86	7.15	13.19	23.66	11.00	10.91	11.67	23.04	20.03	23.93	8.17
P00935	Cystathionine gamma-synthase OS=Escherichia coli (strain K12) GN=metB PE=1 SV=1	metB	12	717.97	41506.48419	1916	235	427	1074	696	834	1347	870	1210	653	776	747	478	237	806	1442	1291	1211	1002	1016	883	1585	1.32E-01	1.62E-02	2.94E-02	7.40E-02	4.79E-02	5.75E-02	9.28E-02	6.00E-02	8.34E-02	4.50E-02	5.35E-02	5.15E-02	3.30E-02	1.63E-02	5.56E-02	9.94E-02	8.90E-02	8.34E-02	6.91E-02	7.00E-02	6.09E-02	1.09E-01	21.42	8.13	22.45	7.54	13.87	10.32	6.59	10.64	3.68	8.20	4.91	3.44	19.44	15.75	28.94	13.30	3.07	23.82	10.64	10.16	11.56	4.84
P25522	tRNA modification GTPase mnmE OS=Escherichia coli (strain K12) GN=mnmE PE=1 SV=3	mnmE	12	843.89	49182.62977	292	484	330	228	258	273	236	263	243	237	176	178	141	190	290	349	292	263	243	237	243	242	2.38E-02	3.95E-02	2.69E-02	1.86E-02	2.11E-02	2.23E-02	1.93E-02	2.15E-02	1.98E-02	1.94E-02	1.44E-02	1.45E-02	1.15E-02	1.55E-02	2.37E-02	2.85E-02	2.39E-02	2.15E-02	1.99E-02	1.93E-02	1.99E-02	1.98E-02	1.66	11.99	7.34	11.95	8.52	10.50	8.92	12.75	6.02	13.86	3.36	2.65	13.56	5.98	10.69	14.04	4.79	11.40	10.10	8.39	10.03	14.37
P02924	L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=araF PE=1 SV=2	araF	12	453.09	35500.25494	35	101	81	145	236	139	89	109	118	312	381	656	308	258	52	62	27	89	176	339	163	29	2.06E-03	5.94E-03	4.80E-03	8.54E-03	1.39E-02	8.18E-03	5.24E-03	6.41E-03	6.97E-03	1.84E-02	2.25E-02	3.87E-02	1.82E-02	1.52E-02	3.06E-03	3.63E-03	1.61E-03	5.23E-03	1.04E-02	2.00E-02	9.62E-03	1.71E-03	39.04	13.64	17.87	18.97	3.09	10.59	23.33	5.47	7.30	5.79	2.86	11.15	26.05	17.39	15.49	37.17	12.48	86.89	4.98	35.51	19.79	28.56
P05194	3-dehydroquinate dehydratase OS=Escherichia coli (strain K12) GN=aroD PE=1 SV=2	aroD	12	628.89	27431.21147	881	475	574	429	477	709	603	607	446	372	302	267	279	326	921	1016	1228	806	572	481	523	792	4.01E-02	2.16E-02	2.62E-02	1.96E-02	2.17E-02	3.23E-02	2.75E-02	2.77E-02	2.03E-02	1.70E-02	1.37E-02	1.21E-02	1.27E-02	1.48E-02	4.19E-02	4.63E-02	5.60E-02	3.67E-02	2.60E-02	2.19E-02	2.38E-02	3.61E-02	11.35	3.11	3.25	9.49	5.97	2.54	5.87	13.03	1.70	3.63	3.30	4.83	9.78	4.15	6.19	11.82	5.16	6.71	1.22	3.34	4.45	4.05
P37744	Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) GN=rmlA1 PE=1 SV=2	rmlA	12	557.1	32654.70736	635	1510	1206	405	484	600	623	381	477	418	330	236	233	253	499	589	518	703	432	263	461	523	3.44E-02	8.19E-02	6.54E-02	2.20E-02	2.62E-02	3.25E-02	3.38E-02	2.07E-02	2.59E-02	2.26E-02	1.79E-02	1.28E-02	1.26E-02	1.37E-02	2.70E-02	3.19E-02	2.81E-02	3.81E-02	2.34E-02	1.43E-02	2.50E-02	2.83E-02	7.26	2.83	7.34	5.85	3.07	4.77	1.98	4.16	6.70	8.71	7.84	2.05	13.77	9.45	12.16	15.28	11.96	13.33	6.35	1.32	10.31	8.26
P39180	Antigen 43 OS=Escherichia coli (strain K12) GN=flu PE=1 SV=3	flu	12	857.48	106742.9816	59	103	98	74	34	146	48	48	32	41	34	68	78	67	105	392	127	61	98	172	16	325	1.05E-02	1.82E-02	1.74E-02	1.31E-02	6.01E-03	2.60E-02	8.53E-03	8.47E-03	5.59E-03	7.19E-03	5.96E-03	1.20E-02	1.38E-02	1.18E-02	1.86E-02	6.95E-02	2.26E-02	1.08E-02	1.73E-02	3.05E-02	2.92E-03	5.77E-02	16.17	11.11	13.04	5.21	4.33	10.20	21.24	33.76	25.05	7.55	4.03	19.11	24.92	9.07	22.94	5.95	36.20	29.36	15.30	8.70	150.71	17.00
P24215	Mannonate dehydratase OS=Escherichia coli (strain K12) GN=uxuA PE=1 SV=2	uxuA	12	707.59	44791.5738	395	1902	859	347	508	448	494	332	417	481	579	518	225	159	248	294	316	286	580	417	381	360	2.94E-02	1.41E-01	6.39E-02	2.58E-02	3.78E-02	3.33E-02	3.67E-02	2.47E-02	3.10E-02	3.57E-02	4.31E-02	3.86E-02	1.67E-02	1.18E-02	1.84E-02	2.18E-02	2.35E-02	2.13E-02	4.32E-02	3.10E-02	2.84E-02	2.67E-02	8.48	4.18	6.63	5.39	3.95	19.18	10.93	22.14	5.67	5.45	4.12	1.70	25.94	5.02	14.78	9.00	3.30	24.60	6.53	7.82	5.66	6.18
P25437	S-(hydroxymethyl)glutathione dehydrogenase OS=Escherichia coli (strain K12) GN=frmA PE=1 SV=3	frmA	12	609.35	39315.85811	551	1528	897	535	604	454	672	530	461	407	370	349	222	176	494	464	647	431	852	427	469	491	3.59E-02	9.97E-02	5.86E-02	3.49E-02	3.94E-02	2.97E-02	4.38E-02	3.46E-02	3.01E-02	2.65E-02	2.41E-02	2.28E-02	1.45E-02	1.15E-02	3.22E-02	3.03E-02	4.22E-02	2.81E-02	5.56E-02	2.79E-02	3.06E-02	3.21E-02	9.65	33.48	13.09	7.96	17.21	16.21	6.62	4.85	6.61	6.33	1.81	6.95	45.13	2.29	6.13	22.02	7.88	4.98	16.41	4.38	16.62	6.13
P69831	Galactitol permease IIC component OS=Escherichia coli (strain K12) GN=gatC PE=1 SV=1	gatC	12	660.86	48315.16646	580	3567	2060	2414	3003	3058	2295	2748	4826	6462	4783	3800	176	138	217	320	372	1099	2585	1146	3242	2049	4.66E-02	2.86E-01	1.65E-01	1.94E-01	2.41E-01	2.45E-01	1.84E-01	2.20E-01	3.87E-01	5.18E-01	3.84E-01	3.05E-01	1.41E-02	1.11E-02	1.74E-02	2.57E-02	2.98E-02	8.82E-02	2.07E-01	9.19E-02	2.60E-01	1.64E-01	35.72	3.77	25.68	10.38	9.09	12.96	15.01	42.07	10.59	3.93	10.33	6.29	23.24	20.77	24.66	34.34	16.19	13.77	19.90	33.31	15.25	19.31
P38489	Oxygen-insensitive NAD(P)H nitroreductase OS=Escherichia coli (strain K12) GN=nfnB PE=1 SV=1	nfnB	12	593.25	23872.20471	1503	2039	2138	713	916	1210	1149	997	927	839	620	401	243	277	1477	1510	1510	1098	886	563	788	990	5.96E-02	8.08E-02	8.47E-02	2.83E-02	3.63E-02	4.80E-02	4.56E-02	3.95E-02	3.67E-02	3.33E-02	2.46E-02	1.59E-02	9.65E-03	1.10E-02	5.85E-02	5.99E-02	5.99E-02	4.35E-02	3.51E-02	2.23E-02	3.12E-02	3.92E-02	2.31	4.88	4.59	3.15	6.54	3.09	1.03	10.97	3.88	1.34	5.08	6.33	5.83	18.71	15.40	14.44	5.28	3.87	22.54	3.74	13.07	11.00
P0AG16	Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) GN=purF PE=1 SV=2	purF	12	769.17	56434.59517	771	110	634	280	331	453	394	498	457	302	211	169	94	117	378	765	376	391	436	240	401	620	7.22E-02	1.03E-02	5.94E-02	2.62E-02	3.10E-02	4.25E-02	3.70E-02	4.66E-02	4.29E-02	2.83E-02	1.98E-02	1.59E-02	8.78E-03	1.09E-02	3.54E-02	7.17E-02	3.53E-02	3.66E-02	4.08E-02	2.25E-02	3.76E-02	5.81E-02	9.19	3.50	16.61	9.39	11.61	6.38	9.59	9.00	6.10	2.21	3.26	3.50	26.99	3.78	15.71	33.70	4.85	7.31	4.56	17.62	6.00	5.78
P0A7B1	Polyphosphate kinase OS=Escherichia coli (strain K12) GN=ppk PE=1 SV=2	ppk	12	657.97	80363.19065	60	71	50	62	49	94	66	56	115	94	101	97	88	73	64	182	109	87	65	55	57	92	8.06E-03	9.45E-03	6.69E-03	8.32E-03	6.60E-03	1.25E-02	8.82E-03	7.53E-03	1.53E-02	1.25E-02	1.35E-02	1.30E-02	1.17E-02	9.69E-03	8.55E-03	2.43E-02	1.46E-02	1.15E-02	8.68E-03	7.38E-03	7.57E-03	1.22E-02	26.83	7.14	29.75	28.25	22.24	7.82	29.74	53.42	13.19	3.47	7.63	7.42	24.78	19.49	27.40	20.49	9.57	13.23	17.75	18.62	19.70	19.92
P17854	Phosphoadenosine phosphosulfate reductase OS=Escherichia coli (strain K12) GN=cysH PE=1 SV=3	cysH	12	653.72	27940.45168	1861	476	1337	707	1186	1444	1572	1247	849	609	436	346	184	147	686	1440	894	1050	920	822	948	1532	8.63E-02	2.21E-02	6.20E-02	3.28E-02	5.50E-02	6.70E-02	7.29E-02	5.79E-02	3.94E-02	2.83E-02	2.02E-02	1.60E-02	8.54E-03	6.84E-03	3.18E-02	6.68E-02	4.15E-02	4.87E-02	4.27E-02	3.81E-02	4.40E-02	7.11E-02	15.37	6.46	4.73	13.28	3.17	0.69	2.39	9.06	5.88	5.70	6.05	6.28	16.24	20.56	13.94	27.04	7.63	2.69	2.60	10.07	5.23	0.58
P16676	Sulfate/thiosulfate import ATP-binding protein CysA OS=Escherichia coli (strain K12) GN=cysA PE=3 SV=2	cysA	12	753.74	41015.48876	705	203	502	564	843	577	828	968	768	529	350	264	143	94	325	872	742	752	653	454	807	840	4.80E-02	1.38E-02	3.42E-02	3.84E-02	5.74E-02	3.93E-02	5.64E-02	6.59E-02	5.23E-02	3.60E-02	2.39E-02	1.80E-02	9.77E-03	6.44E-03	2.21E-02	5.94E-02	5.05E-02	5.12E-02	4.44E-02	3.10E-02	5.50E-02	5.72E-02	11.52	5.17	10.02	27.35	10.09	3.16	6.48	22.91	14.09	1.35	3.91	3.77	6.37	9.84	24.15	32.98	10.01	21.16	17.84	29.49	17.29	13.65
P21156	Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain K12) GN=cysD PE=1 SV=3	cysD	12	615.34	35147.8827	1300	362	797	589	813	747	854	736	871	476	360	233	126	100	537	1646	980	834	626	420	628	1113	7.59E-02	2.11E-02	4.65E-02	3.44E-02	4.74E-02	4.36E-02	4.98E-02	4.30E-02	5.08E-02	2.78E-02	2.10E-02	1.36E-02	7.33E-03	5.81E-03	3.14E-02	9.61E-02	5.72E-02	4.87E-02	3.65E-02	2.45E-02	3.66E-02	6.50E-02	19.24	4.49	13.35	12.04	6.42	7.21	1.25	9.46	8.29	11.25	7.01	2.74	23.38	18.88	15.17	18.18	5.88	13.26	13.73	13.32	6.76	14.99
P09394	Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=glpQ PE=1 SV=2	glpQ	12	522.55	40799.26496	164	1298	1396	92	106	130	624	86	108	88	70	65	54	84	81	124	47	53	75	42	64	83	1.11E-02	8.80E-02	9.46E-02	6.26E-03	7.16E-03	8.83E-03	4.22E-02	5.86E-03	7.30E-03	5.96E-03	4.75E-03	4.43E-03	3.66E-03	5.69E-03	5.51E-03	8.39E-03	3.21E-03	3.58E-03	5.10E-03	2.84E-03	4.36E-03	5.60E-03	19.71	7.74	7.22	11.99	5.96	19.51	4.02	15.75	8.17	5.97	14.71	8.02	20.62	26.09	3.88	49.09	26.38	10.53	22.62	15.94	17.29	13.05
P0A6C5	Amino-acid acetyltransferase OS=Escherichia coli (strain K12) GN=argA PE=1 SV=1	argA	12	584.47	49146.47652	333	222	142	157	190	198	253	246	365	206	169	177	76	65	186	297	207	272	235	120	194	320	2.71E-02	1.81E-02	1.16E-02	1.28E-02	1.55E-02	1.62E-02	2.07E-02	2.01E-02	2.98E-02	1.68E-02	1.38E-02	1.44E-02	6.23E-03	5.32E-03	1.52E-02	2.42E-02	1.69E-02	2.22E-02	1.92E-02	9.82E-03	1.58E-02	2.61E-02	25.31	1.46	12.23	19.94	7.17	8.28	6.12	24.27	7.60	5.74	3.71	13.85	33.33	14.53	10.77	19.25	16.09	5.65	7.37	47.34	10.01	5.83
P36979	Ribosomal RNA large subunit methyltransferase N OS=Escherichia coli (strain K12) GN=rlmN PE=1 SV=1	rlmN	12	679.23	43039.98018	215	755	420	137	202	168	176	145	219	164	113	82	49	32	105	116	80	114	157	84	199	162	1.54E-02	5.40E-02	3.00E-02	9.78E-03	1.45E-02	1.20E-02	1.26E-02	1.03E-02	1.57E-02	1.17E-02	8.08E-03	5.85E-03	3.53E-03	2.26E-03	7.54E-03	8.27E-03	5.71E-03	8.16E-03	1.13E-02	5.99E-03	1.42E-02	1.16E-02	20.69	9.70	6.57	12.51	5.73	3.44	5.69	4.22	7.86	2.43	6.06	4.93	24.93	10.58	41.20	40.19	8.48	12.25	3.50	10.83	1.64	6.80
P09053	Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3	avtA	12	614.64	46662.96822	553	383	424	363	368	359	372	329	370	348	251	160	52	28	537	643	494	380	237	248	274	361	4.29E-02	2.96E-02	3.28E-02	2.82E-02	2.85E-02	2.78E-02	2.88E-02	2.55E-02	2.87E-02	2.70E-02	1.95E-02	1.24E-02	4.06E-03	2.15E-03	4.16E-02	4.98E-02	3.83E-02	2.95E-02	1.83E-02	1.92E-02	2.12E-02	2.79E-02	3.42	6.14	13.64	9.52	6.80	7.32	6.04	5.84	12.23	5.75	9.11	8.89	19.39	38.45	6.80	19.00	5.37	15.64	1.35	15.95	7.02	11.08
P14081	Selenocysteine-specific elongation factor OS=Escherichia coli (strain K12) GN=selB PE=1 SV=3	selB	12	717.82	68806.64349	49	58	66	28	35	34	44	48	59	35	34	34	6	5	23	79	35	40	43	32	36	40	5.56E-03	6.65E-03	7.51E-03	3.26E-03	3.97E-03	3.86E-03	4.99E-03	5.46E-03	6.75E-03	4.05E-03	3.87E-03	3.83E-03	6.54E-04	5.53E-04	2.59E-03	9.03E-03	3.97E-03	4.61E-03	4.87E-03	3.64E-03	4.06E-03	4.57E-03	18.22	14.81	5.81	10.26	2.98	2.74	12.20	22.13	14.95	15.49	4.15	15.09	15.46	8.24	14.22	7.58	9.53	11.30	4.26	5.55	3.38	19.00
P0A862	Thiol peroxidase OS=Escherichia coli (strain K12) GN=tpx PE=1 SV=2	tpx	11	757.4	17806.20497	24694	28899	34680	17469	20976	23905	23441	24350	25981	21681	19704	14888	26493	25398	42334	34928	36799	32276	23934	24385	26644	29015	7.30E-01	8.54E-01	1.03E+00	5.17E-01	6.20E-01	7.07E-01	6.93E-01	7.20E-01	7.68E-01	6.41E-01	5.83E-01	4.40E-01	7.83E-01	7.51E-01	1.25E+00	1.03E+00	1.09E+00	9.54E-01	7.08E-01	7.21E-01	7.88E-01	8.58E-01	11.42	3.99	4.99	16.75	6.13	7.87	3.84	7.74	2.08	2.03	6.57	2.09	8.47	3.62	14.75	5.94	2.73	6.15	10.65	6.36	2.94	7.13
P0ACF8	DNA-binding protein H-NS OS=Escherichia coli (strain K12) GN=hns PE=1 SV=2	hns	11	778.89	15512.02414	22541	47133	44799	25196	33303	24712	35150	33464	34713	32872	24207	24220	22028	26982	34965	18698	35876	27234	27614	23585	26041	36221	5.81E-01	1.21E+00	1.15E+00	6.49E-01	8.58E-01	6.37E-01	9.05E-01	8.62E-01	8.94E-01	8.47E-01	6.24E-01	6.24E-01	5.67E-01	6.95E-01	9.01E-01	4.82E-01	9.24E-01	7.01E-01	7.11E-01	6.08E-01	6.71E-01	9.33E-01	4.68	5.59	11.68	12.72	7.93	4.26	8.13	7.47	8.34	8.95	5.79	7.01	13.45	6.52	17.28	14.12	15.08	20.43	17.07	7.02	5.70	19.14
P0AEZ9	Molybdenum cofactor biosynthesis protein B OS=Escherichia coli (strain K12) GN=moaB PE=1 SV=2	moaB	11	868.03	18635.49217	2560	2778	2080	2618	2056	2683	2488	2251	2201	1336	1294	1341	6310	6135	7405	5455	6836	3048	2496	2699	1925	2427	7.92E-02	8.60E-02	6.44E-02	8.10E-02	6.36E-02	8.30E-02	7.70E-02	6.96E-02	6.81E-02	4.14E-02	4.01E-02	4.15E-02	1.95E-01	1.90E-01	2.29E-01	1.69E-01	2.12E-01	9.43E-02	7.72E-02	8.35E-02	5.96E-02	7.51E-02	7.39	3.61	8.86	11.17	2.86	4.59	5.61	7.31	14.70	2.28	1.25	2.38	6.02	17.63	14.19	14.36	9.52	21.03	5.83	8.26	2.34	5.89
P0A9Q1	Aerobic respiration control protein ArcA OS=Escherichia coli (strain K12) GN=arcA PE=1 SV=1	arcA	11	904.76	27256.91436	3367	5464	4517	3058	4278	4483	3944	2999	3704	4401	4363	4297	4039	4123	4689	4527	7828	3338	4319	5962	4265	3363	1.52E-01	2.47E-01	2.04E-01	1.38E-01	1.94E-01	2.03E-01	1.79E-01	1.36E-01	1.68E-01	1.99E-01	1.97E-01	1.94E-01	1.83E-01	1.87E-01	2.12E-01	2.05E-01	3.54E-01	1.51E-01	1.95E-01	2.70E-01	1.93E-01	1.52E-01	9.71	2.74	4.13	3.50	0.94	3.89	1.44	7.88	2.78	4.90	1.83	3.07	2.09	9.76	0.64	13.42	2.60	6.79	4.83	7.63	13.42	3.05
P68919	50S ribosomal protein L25 OS=Escherichia coli (strain K12) GN=rplY PE=1 SV=1	rplY	11	568.56	10668.70954	20176	45584	29690	9904	12774	15504	15540	11375	12683	9500	7645	5945	9392	8781	20054	19689	21320	19323	13321	8092	12510	17457	3.57E-01	8.08E-01	5.26E-01	1.75E-01	2.26E-01	2.75E-01	2.75E-01	2.02E-01	2.25E-01	1.68E-01	1.35E-01	1.05E-01	1.66E-01	1.56E-01	3.55E-01	3.49E-01	3.78E-01	3.42E-01	2.36E-01	1.43E-01	2.22E-01	3.09E-01	15.68	4.33	8.93	8.20	8.66	9.99	8.50	8.39	10.34	1.82	8.47	7.56	3.48	2.93	3.08	4.40	9.27	2.24	3.08	5.62	4.49	10.89
P0ABS1	DnaK suppressor protein OS=Escherichia coli (strain K12) GN=dksA PE=1 SV=1	dksA	11	923.54	17498.7338	5844	19594	14808	3644	5535	6968	6499	4650	5510	4733	4090	3294	5264	5261	10477	7390	8437	6986	5676	4069	5476	5868	1.70E-01	5.69E-01	4.30E-01	1.06E-01	1.61E-01	2.02E-01	1.89E-01	1.35E-01	1.60E-01	1.38E-01	1.19E-01	9.57E-02	1.53E-01	1.53E-01	3.04E-01	2.15E-01	2.45E-01	2.03E-01	1.65E-01	1.18E-01	1.59E-01	1.71E-01	8.35	6.70	9.44	14.64	2.22	20.54	4.87	8.04	3.88	2.53	8.35	5.56	6.07	3.04	14.22	14.20	2.20	11.84	3.31	2.80	7.72	7.21
P0AC59	Glutaredoxin-2 OS=Escherichia coli (strain K12) GN=grxB PE=1 SV=1	grxB	11	561.28	24316.69694	2666	1445	1654	1907	2360	2960	1997	2300	1840	1474	1346	840	3421	3717	8405	2891	5056	2709	2849	2780	2648	2400	1.08E-01	5.84E-02	6.68E-02	7.70E-02	9.53E-02	1.20E-01	8.07E-02	9.29E-02	7.43E-02	5.95E-02	5.43E-02	3.39E-02	1.38E-01	1.50E-01	3.39E-01	1.17E-01	2.04E-01	1.09E-01	1.15E-01	1.12E-01	1.07E-01	9.69E-02	13.39	6.17	6.31	4.01	5.13	2.92	5.74	9.71	11.69	4.51	7.81	1.76	20.07	7.90	11.16	8.27	10.17	7.87	13.03	6.80	7.77	6.41
P10384	Long-chain fatty acid transport protein OS=Escherichia coli (strain K12) GN=fadL PE=1 SV=5	fadL	11	684.13	48493.51804	472	3157	3027	2176	3940	1649	1328	2459	1630	3376	3808	3936	1477	1765	354	458	417	556	2580	3285	2130	636	3.80E-02	2.54E-01	2.44E-01	1.75E-01	3.17E-01	1.33E-01	1.07E-01	1.98E-01	1.31E-01	2.72E-01	3.07E-01	3.17E-01	1.19E-01	1.42E-01	2.85E-02	3.69E-02	3.36E-02	4.48E-02	2.08E-01	2.65E-01	1.72E-01	5.12E-02	13.05	5.18	5.26	15.01	4.35	12.07	3.21	11.04	17.27	7.73	4.91	2.69	32.84	6.89	19.68	20.57	10.31	4.03	6.44	10.43	20.50	7.14
P0ABA0	ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1	atpF	11	685.03	17235.28982	8988	13934	18264	5495	9735	9147	9956	11267	7598	5943	4337	3471	5133	4762	8709	8456	6360	9156	8575	5249	8841	9158	2.57E-01	3.99E-01	5.23E-01	1.57E-01	2.79E-01	2.62E-01	2.85E-01	3.22E-01	2.17E-01	1.70E-01	1.24E-01	9.93E-02	1.47E-01	1.36E-01	2.49E-01	2.42E-01	1.82E-01	2.62E-01	2.45E-01	1.50E-01	2.53E-01	2.62E-01	8.59	1.51	8.45	3.86	11.29	5.88	3.82	8.36	5.15	8.59	6.68	2.34	13.68	9.60	7.24	11.32	3.02	8.48	2.14	5.13	8.92	7.14
